,name,location,lat,lon,formatted_address,working_hours,price_range,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt,has,American,Chinese,European,Pubs,Italian,Diner,Healthy,Japanese,Malaysian,Middle Eastern,Vietnamese,Barbecue,French,Indian,Indonesian,Korean,Lebanese,Philippine,Singaporean,Sri Lankan,Thai,Bakeries,Cafe,Contemporary,Dessert,Fast food,Fusion,Halal,Kosher,Pizza,Quick Bites,Seafood,Soups,Street Food,Sushi
13209,Starbucks,"6 Hillview Rise The Hillier #01-05 HillV2, Singapore 667980 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13210,MumMum Nasi Lemak,"545 Orchard Road Far East Shopping Centre, Singapore 238882 Singapore",nil,nil,nil,"Mon11:00 AM - 6:00 PM,Tue11:00 AM - 6:00 PM,Wed11:00 AM - 6:00 PM,Thu11:00 AM - 6:00 PM,Fri11:00 AM - 6:00 PM,Sat11:00 AM - 6:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,Starbucks,"1 Pasir Ris Close Singapore, 04 519599 Downtown East, #02-332, Singapore 519599 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13212,Napolizz Pizza,"#01-15b, 200 Turf Club Rd, Singapore 287994 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13213,qixiaomian,"603 Clementi West Street 1 Stall 4 Block, Singapore 120603 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13214,J3 Cold Pressed Juice,"18 Cross Street Floor 01 China Square Central 12 China Square Central, Singapore 048423 Singapore",nil,nil,nil,"Sun12:00 PM - 6:00 PM,Mon09:00 AM - 6:00 PM,Tue09:00 AM - 6:00 PM,Wed09:00 AM - 6:00 PM,Thu09:00 AM - 6:00 PM,Fri09:00 AM - 6:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13215,Burger King,"750A Chai Chee Road Esr Bizpark @ Chai Chee #01-02 Viva Business Park, Singapore 469001 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13216,S.Moo Thong Siam Thai Food,"BLK 53 Sims Place Sims Vista, Singapore 380053 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13217,Tian Tian Xiang Claypot Rice,"119 Aljunied Ave 2, Singapore 380119 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,UYI,"200 Victoria Street Bugis Junction, Singapore 188021 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,Pizza Hut,"Tampines Street 11 #01-66 Block 139, Singapore 521139 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13220,Pizza Hut,"11 Tampines Street 32 #01-15 Tampines Mart, Singapore 529287 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13221,Zento,"18 Dempsey Rd, Singapore 249677 Singapore",nil,nil,nil,"Sun12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Tue12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 11:00 PM,Sat12:00 PM - 3:00 PM6:00 PM - 11:00 PM",,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13222,Nyonya Chendol,"51 Old Airport Rd, #01-115, Singapore 390051, Singapore 390051 Singapore",nil,nil,nil,"Sun09:00 AM - 5:00 PM,Mon09:00 AM - 5:00 PM,Tue09:00 AM - 5:00 PM,Wed09:00 AM - 5:00 PM,Thu09:00 AM - 5:00 PM,Fri09:00 AM - 5:00 PM,Sat09:00 AM - 5:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,Pizza Hut,"21 Hougang Street 51 Hougang Green Shopping Mall #01-01B Green Shopping Mall, Singapore 538719 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13224,Pizza Hut,"1 Choa Chu Kang Street 3 Choa Chu Kang Sports Centre #03-02, Singapore 689236 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,Adimann Seafoods and HALAL Chicken Rice Specialist,"505 Beach Road Golden Mile Food Centre Golden Mile Food Centre, Singapore 199583 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13226,Sarpino's Pizza - Sembawang,"8 Jalan Legundi Victory 8 Victory 8 Building #01-04, Singapore 759274 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13227,Tenderbest Bukit Batok,"640 Bukit Batok Central #01-40, Singapore 650640 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13228,Subway,"9 Woodlands Avenue 9 Republic Polytechnic #01-02/03, Singapore 738964 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13229,Tha Chang Noodle Bar,"5001 Beach Road Golden Mile Complex #01-91, Singapore 199588 Singapore",nil,nil,nil,"Sun12:00 PM - 3:00 PM5:00 PM - 10:30 PM,Mon12:00 PM - 3:00 PM5:00 PM - 10:30 PM,Wed12:00 PM - 3:00 PM5:00 PM - 10:30 PM,Thu12:00 PM - 3:00 PM5:00 PM - 10:30 PM,Fri12:00 PM - 3:00 PM5:00 PM - 10:30 PM,Sat12:00 PM - 3:00 PM5:00 PM - 10:30 PM",,nil,nil,nil,nil,nil,nil,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13230,Traditional Yu Kee Duck Rice,"51 Hougang Avenue 9 CI Yuan Community Club #01-12 Ci Yuan Hawker Centre, Singapore 538776 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13231,Subway,"51 Hougang Avenue 9 CI Yuan Community Club #01-02 Ci Yuan Community Centre, Singapore 538776 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13232,Icakes,"665A Punggol Drive Waterway Woodcress Block 665A, Singapore 821665 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13233,KFC,"292 Yishun St 22 #01-271, Singapore 760292 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,Fried Chicken Master,"23 Serangoon Central Nex #b2-48a Nex, Singapore 556083 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13235,Liho Tea,"1 Harbourfront Walk Vivo City #01-111, Vivo City, Singapore 098585 Singapore",nil,nil,nil,"Sun10:30 AM - 10:00 PM,Mon10:30 AM - 10:30 PM,Tue10:30 AM - 10:30 PM,Wed10:30 AM - 10:30 PM,Thu10:30 AM - 10:30 PM,Fri10:30 AM - 10:30 PM,Sat10:30 AM - 10:30 PM",,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13236,Dong Bei Xiao Chu,"12 Upper Cross Street, Singapore 058329 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13237,Fusion Cuisine,"177 Bukit Batok West Avenue 8 #01-247, Singapore 650177 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13238,Gado &amp; Grill,"1 Northpoint Drive Northpoint City #B1-198, Northpoint City, Singapore 768019 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13239,Gaia Korean Grill + Bar,"17E Lorong Liput Holland Village, Singapore 277731 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13240,Tsubaki By Shunsui,"5 Koek Road Cuppage Plaza #04-02 Cuppage Plaza, Singapore 228796 Singapore",nil,nil,nil,"Mon6:30 PM - 11:00 PM,Tue6:30 PM - 11:00 PM,Wed6:30 PM - 11:00 PM,Thu6:30 PM - 11:00 PM,Fri6:30 PM - 11:00 PM,Sat6:30 PM - 11:00 PM",,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13241,The Marmalade Pantry Petite (SMU),"B1-47, Singapore Management University,  70 Stamford Rd,, Singapore 178901 Singapore",nil,nil,nil,"Mon09:00 AM - 5:00 PM,Tue09:00 AM - 5:00 PM,Wed09:00 AM - 5:00 PM,Thu09:00 AM - 5:00 PM,Fri09:00 AM - 5:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13242,Luka,"20 Cross Street Exchange,#01-36, Singapore 048422 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13243,Coffee Break,"2 Science Park Drive Ascent #01-28, Singapore 118222 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,Plain Vanilla Bakery,"140 Robinson Road Crown At Robinson, Singapore 068907 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13245,Seoulid Korean BBQ,"Blk 328 Clementi Avenue 2 #01-220, Singapore 120328 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13246,Squeezed!,"5 Stadium Walk Leisure Park Kallang #01-30, Singapore 397693 Singapore",nil,nil,nil,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,nil,nil,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13247,212 Social - Kovan,"212 Hougang Street 21 #01-337, Singapore 530212 Singapore",nil,nil,nil,"Sun3:00 PM - 10:30 PM,Tue4:00 PM - 12:00 AM,Wed4:00 PM - 12:00 AM,Thu4:00 PM - 12:00 AM,Fri4:00 PM - 12:00 AM,Sat4:00 PM - 12:00 AM",,nil,nil,nil,nil,nil,nil,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13248,Pastamania Pronto (pioneer Mall),"638 Jurong West Street 61 Pioneer Mall Pioneer Mall, #02-01, Singapore 640638 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13249,Jing Mei Big Prawn Noodle,"335 Smith Street Chinatown Complex #02-121, Chinatown Complex, Singapore 050335 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13250,Kanada-ya,"30 Raffles Place, 01-19/20, Singapore 048622 Singapore",nil,nil,nil,"Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM",,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,Tiger's Milk Singapore,"60 Robertson Quay The Quayside #01-05/06, Singapore 238252 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13252,Vietnamese Favourites,"82 Joo Chiat Road, Singapore 427379 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13253,Jitlada Thai Food,"20 Cecil Street #01-05 Plus, Singapore 049705 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13254,The Cheese Shop Pte Ltd,"58 Jalan Jurong Kechil Jk Building J K Building, Singapore 598582 Singapore",nil,nil,nil,"Sun11:00 AM - 7:00 PM,Tue11:00 AM - 7:00 PM,Wed11:00 AM - 7:00 PM,Thu11:00 AM - 7:00 PM,Fri11:00 AM - 7:00 PM,Sat11:00 AM - 7:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13255,Kuan's Kitchen,"Blk 144 Tampines Street 12 #01-400 Tampines Park, Singapore 521144 Singapore",nil,nil,nil,"Sun07:30 AM - 3:30 PM,Mon07:30 AM - 3:30 PM,Tue07:30 AM - 3:30 PM,Wed07:30 AM - 3:30 PM,Thu07:30 AM - 3:30 PM,Fri07:30 AM - 3:30 PM,Sat07:30 AM - 3:30 PM",,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13256,Yuu Xiang Dam,"340 Geylang Road #01-14 Le Regal, Singapore 389365 Singapore",nil,nil,nil,"Sun11:00 AM - 01:00 AM,Mon11:00 AM - 02:00 AM,Tue11:00 AM - 02:00 AM,Wed11:00 AM - 02:00 AM,Thu11:00 AM - 02:00 AM,Fri11:00 AM - 02:00 AM,Sat11:00 AM - 02:00 AM",,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13257,Ayman-Alam Desserts,"20 Kensington Park Road, Singapore 557269 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13258,Blanco Court Kway Chup,"51 Old Airport Road #01-135 Old Airport Road Hawkers' Centre Food Centre, Singapore 390051 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13259,Soon Li Yong Tau Foo,"115 Bukit Merah View, Singapore 151115 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13260,Jinjja Chicken,"3 Gateway Drive Westgate Westgate, #02-05, Singapore 608532 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13261,Yong Heng Fried Baby Squid Prawn Mee,"154 Bukit Batok Street 11, Singapore 650154 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13262,Old Chang Kee,"3020 Ubi Avenue 2 Kampong Ubi Industrial Estate Kampong Ubi Industrial Estate #01-125, Singapore 408896 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13263,Old Chang Kee,"20, Tampines Central 1 S529538 Tampines MRT Station, #01-03, Singapore 529538 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13264,Old Chang Kee,"100 North Buona Vista Road #01-08 Buona Vista Mrt Station Buona Vista MRT Station, #01-08, Singapore 139345 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13265,Bengawan Solo,"53 Ang Mo Kio Avenue 3 #2-59 Amk Hub, Singapore 569933 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13266,Arn Nan,"3 Temasek Boulevard Floor 304 Suntec City Mall 305, Singapore 038983 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13267,Chop Chop Biryani &amp; Meats,"7 Maxwell Road Mnd Building Annexe B #02-101, Singapore 069111 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13268,Basic Necessities,"72 Duxton Road, Singapore 089531 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13269,Charly T's,"112 East Coast Road #03-15 112 Katong Katong, Singapore 428802 Singapore",nil,nil,nil,"Sun09:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat09:00 AM - 10:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13270,KOI Brunch and Beats,"8B Circular Road Level 3, Singapore 049364 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13271,I'm Thai Kitchen,"1 Tampines Walk,Our Tampines Hub,Kopitiam #01-40, Singapore 528523 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13272,Thai Express,"1 Hougang Street 91 Hougang 1 Haugang 1, Singapore 538692 Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,Hua Zai Frog Porridge,"9 Toa Payoh Industrial Park Toa Payoh Industrial Park, Singapore 319061 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,Jia Xiang Sarawak Kuching Kolo Mee,"460 Alexandra Road Psa Building #02-25 Arc@, Singapore 119963 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13275,Burger King,"1 Seng Kang Square Compass One #B1-14/14A, Singapore 545078 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13276,Gindaco,"JCube 2 Jurong East Central 1, Singapore Singapore",nil,nil,nil,None,,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13277,Zane Pte,"250 North Bridge Road #14-01 Raffles City Tower Rafflres City Tower, Singapore 179101 Singapore",nil,nil,nil,"Mon12:00 AM - 11:59 PM,Tue12:00 AM - 11:59 PM,Wed12:00 AM - 11:59 PM,Thu12:00 AM - 11:59 PM,Fri12:00 AM - 11:59 PM",,nil,nil,nil,nil,nil,nil,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,Sushi Seizan,"470 North Bridge Road Bugis Cube #03-19 Bugis Cube, Singapore 188735 Singapore",nil,nil,nil,"Sun5:00 PM - 10:00 PM,Mon5:00 PM - 10:00 PM,Tue5:00 PM - 10:00 PM,Wed5:00 PM - 10:00 PM,Thu5:00 PM - 10:00 PM,Fri5:00 PM - 10:00 PM,Sat5:00 PM - 10:00 PM",,nil,nil,nil,nil,nil,nil,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13279,Ju Hao,"930 Yishun Avenue 2 North Point #02-16, Singapore 769098 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13280,Chicken,"10 Sinaran Drive Square 2, Singapore 307506 Singapore",nil,nil,nil,"Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13281,Just Greens Health Food,"20 Ah Hood Road Zhongshan Mall, Singapore 329984 Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13282,Replyk1988,"200 Jalan Besar, Singapore Singapore",nil,nil,nil,None,nil,nil,nil,nil,nil,nil,nil,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
