,name,location,working_hours,price_range,tags,foodRating,serviceRating,valueRating,atmosphereRating,overallRating,overallRatingCnt
696,Shisen Hanten,"333 Orchard Road Level 35, Hilton Singapore Orchard, Singapore 238867 Singapore","Sun12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Tue12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Wed12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 3:00 PM6:00 PM - 10:00 PM",nil,"Chinese,Asian,Szechuan",40,40,35,45,4.0,311
697,Southbridge,"80 Boat Quay Entrance on South Bridge Road, Singapore 049868 Singapore","Sun4:00 PM - 10:30 PM,Mon5:00 PM - 10:30 PM,Tue5:00 PM - 10:30 PM,Wed4:00 PM - 10:30 PM,Thu4:00 PM - 10:30 PM,Fri4:00 PM - 10:30 PM,Sat4:00 PM - 10:30 PM",,"Bar,Fusion",40,40,35,50,4.0,177
698,Geylang Lor 9 Fresh Frog Leg Porridge,"235 Geylang Road New Lai Lai Hong Yun Food Centre, Singapore 389294 Singapore",None,,"Chinese,Asian,Singaporean",45,40,45,nil,4.5,118
699,Nouri,"72 Amoy Street, Singapore 069891 Singapore",None,,"European,Vegetarian Friendly,Vegan Options",45,45,40,45,4.5,123
700,The Marmalade Pantry at Downtown,"100 Peck Seah Street #01-01, Oasia Hotel Downtown, Singapore 079333 Singapore","Sun11:30 AM - 10:30 PM,Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,"Cafe,Asian,Deli",40,40,35,40,4.0,165
702,Canchita Peruvian Restaurant Sg,"9A and 9B Dempsey Road Dempsey Hill, Singapore 247698 Singapore","Mon09:00 AM - 5:00 PM,Wed09:00 AM - 4:15 PM,Thu09:00 AM - 5:00 PM",,"Peruvian,Vegetarian Friendly",50,50,45,nil,4.5,41
703,Food Capital,"392 Havelock Road Grand Copthorne Waterfront, Singapore 169663 Singapore","Sun12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat12:00 PM - 2:30 PM6:00 PM - 10:30 PM",nil,"International,Singaporean",40,40,35,40,4.0,280
704,Baci Baci,"27 Lichfield Road Serangoon Garden Estate, Singapore 556847 Singapore","Sun12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 2:00 PM6:00 PM - 10:00 PM",,"Italian,Vegetarian Friendly,Vegan Options",45,45,40,45,4.5,129
705,Muthu's Curry - Suntec,"3 Temasek Boulevard Suntec City Mall ##B1-109/177 Suntec City Mall, Singapore 038983 Singapore","Sun11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Sat11:30 AM - 3:00 PM6:00 PM - 10:00 PM",,"Indian,Asian,Vegetarian Friendly",35,35,35,35,4.0,159
706,Fire,"2 Orchard Turn Ion Orchard Level 55 &amp; 56, Singapore 238801 Singapore","Sun12:00 PM - 10:30 PM,Mon12:00 PM - 10:30 PM,Tue12:00 PM - 10:30 PM,Wed12:00 PM - 10:30 PM,Thu12:00 PM - 10:30 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,Argentinian,45,45,45,nil,4.5,47
708,The Masons Table,"23A Coleman Street Masonic Hall Freemasons' Hall, Singapore 179806 Singapore","Mon5:00 PM - 10:00 PM,Tue5:00 PM - 10:00 PM,Wed5:00 PM - 10:00 PM,Thu12:00 PM - 10:00 PM,Fri12:00 PM - 10:00 PM,Sat12:00 PM - 10:00 PM",,"French,Pizza,European",50,50,45,nil,5.0,39
709,Clinton St. Baking Company &amp; Restaurant,"31 Purvis Street, Singapore 188608 Singapore","Sun08:00 AM - 6:00 PM,Mon08:00 AM - 4:00 PM,Tue08:00 AM - 4:00 PM,Wed08:00 AM - 4:00 PM,Thu08:00 AM - 4:00 PM,Fri08:00 AM - 9:00 PM,Sat08:00 AM - 9:00 PM",,"American,Cafe,Vegetarian Friendly",40,40,35,35,4.0,524
710,La Strada,"1 Scotts Road Shaw Centre #01-13 Shaw Centre, Singapore 228208 Singapore","Sun12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Mon12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Tue12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Wed12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Thu12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Fri12:00 PM - 2:00 PM6:30 PM - 9:30 PM,Sat12:00 PM - 2:00 PM6:30 PM - 9:30 PM",,"Italian,European,Vegetarian Friendly",40,45,40,35,4.0,165
711,Le Bistrot du Sommelier,"53 Armenian Street, Singapore 179940 Singapore","Sun12:00 PM - 9:00 PM,Tue12:00 PM - 9:00 PM,Wed12:00 PM - 9:00 PM,Thu12:00 PM - 9:00 PM,Fri12:00 PM - 9:00 PM,Sat12:00 PM - 9:00 PM",,"French,European",45,40,35,40,4.0,278
712,The Bark Cafe<!-- --> - CLOSED,"1000 Upper Changi Road North, Singapore 507707 Singapore",nil,,"Bar,Cafe,Singaporean",40,40,35,40,4.0,140
714,Group Therapy Coffee,"181 South Bridge Road #01-05 &amp; #K1-04 Cross Street Exchange, Singapore 058743 Singapore","Sun08:00 AM - 5:00 PM,Mon08:00 AM - 5:00 PM,Tue08:00 AM - 5:00 PM,Wed08:00 AM - 9:00 PM,Thu08:00 AM - 9:00 PM,Fri08:00 AM - 10:00 PM,Sat08:00 AM - 10:00 PM",,"Bar,Pizza,Cafe",40,40,40,40,4.0,197
715,Imperial Treasure Fine Teochew Cuisine,"2 Orchard Turn Ion Orchard #03-05, ION Orchard, Singapore 238801 Singapore","Sun10:30 AM - 3:00 PM6:00 PM - 11:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Fri11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Sat11:00 AM - 3:00 PM6:00 PM - 11:00 PM",,"Chinese,Asian,Singaporean",45,40,40,35,4.0,180
716,The Dragon Chamber,"2 Circular Road, Singapore 049358 Singapore","Sun11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Tue11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Wed11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Thu11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Fri11:00 AM - 3:00 PM5:00 PM - 10:30 PM,Sat11:00 AM - 3:00 PM5:00 PM - 10:30 PM",nil,"Chinese,Bar,Asian",45,40,35,40,4.5,84
717,Podi &amp; Poriyal,"486 Serangoon Road, Singapore 218151 Singapore","Sun08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM,Mon08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM,Wed08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM,Thu08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM,Fri08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM,Sat08:00 AM - 11:00 AM11:45 AM - 3:00 PM6:00 PM - 10:00 PM",nil,"Indian,Asian,Healthy",45,45,40,45,4.5,112
718,NUDE Seafood,"12 Marina Boulevard Marina Bay Financial Centre Marina Bay Financial Centre Tower 3, #01-02, Singapore 018982 Singapore","Mon08:00 AM - 10:00 PM,Tue08:00 AM - 10:00 PM,Wed08:00 AM - 10:00 PM,Thu08:00 AM - 10:00 PM,Fri08:00 AM - 10:00 PM",nil,"Seafood,Asian,Contemporary",45,45,40,40,4.5,113
720,Yan,"1 St. Andrew's Road National Gallery Singapore #05-02, National Gallery Singapore, Singapore 178957 Singapore","Sun11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Mon11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Tue11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Wed11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Thu11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Fri11:30 AM - 2:30 PM6:00 PM - 10:00 PM,Sat11:30 AM - 2:30 PM6:00 PM - 10:00 PM",,"Chinese,Asian,Cantonese",40,40,35,40,4.0,302
721,Brotzeit (Raffles City),"252 North Bridge Road Raffles City Shopping Centre #01-17 Raffles City Shopping Centre, Singapore 179103 Singapore","Sun11:00 AM - 10:30 PM,Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",,"German,Bar,European",40,40,35,40,4.0,297
722,PeraMakan,"10 Bukit Chermin Road Keppel Club Level 3, Keppel Club, Singapore 109918 Singapore","Sun11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Fri11:30 AM - 3:00 PM6:00 PM - 10:00 PM,Sat11:30 AM - 3:00 PM6:00 PM - 10:00 PM",,"Asian,Singaporean,Nonya/Malaysian",45,40,40,40,4.0,174
723,Satay By The Bay,"18 Marina Gardens Drive Floor 01 Gardens By the Bay 19 #01-19 Gardens By The Bay, Singapore 018953 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",nil,"Quick Bites,Seafood,Barbecue",40,35,40,35,4.0,"1,047"
724,Tong Heng Delicacies,"285 South Bridge Road, Singapore 058833 Singapore","Sun09:00 AM - 7:00 PM,Mon09:00 AM - 7:00 PM,Tue09:00 AM - 7:00 PM,Wed09:00 AM - 7:00 PM,Thu09:00 AM - 7:00 PM,Fri09:00 AM - 7:00 PM,Sat09:00 AM - 7:00 PM",,"Bakeries,Chinese",40,35,40,35,4.0,158
726,Margarita's Dempsey Hill,"Blk 11 Dempsey Road #01-19, Singapore 249673 Singapore","Sun11:30 AM - 10:30 PM,Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat11:30 AM - 10:30 PM",,"Mexican,Vegetarian Friendly,Vegan Options",40,40,35,40,4.0,480
727,The Chop House Vivo City,"#01-161/162 VivoCity, Singapore 098585 Singapore","Sun11:00 AM - 10:00 PM,Mon11:30 AM - 10:00 PM,Tue11:30 AM - 10:00 PM,Wed11:30 AM - 10:00 PM,Thu11:30 AM - 10:00 PM,Fri11:30 AM - 10:00 PM,Sat11:30 AM - 10:00 PM",,"American,Steakhouse,Bar",40,40,35,40,4.0,352
728,The Banana Leaf Apolo,"54 Race Course Road, Singapore 218564 Singapore","Sun10:30 AM - 10:30 PM,Mon10:30 AM - 10:30 PM,Tue10:30 AM - 10:30 PM,Wed10:30 AM - 10:30 PM,Thu10:30 AM - 10:30 PM,Fri10:30 AM - 10:30 PM,Sat10:30 AM - 10:30 PM",,"Indian,Asian,Vegetarian Friendly",40,35,35,35,4.0,"1,305"
729,Tim Ho Wan,"68 Orchard Road Plaza Singapura 01-29A/52 Plaza Singapura, Singapore 238839 Singapore","Sun09:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat09:00 AM - 10:00 PM",,"Chinese,Asian,Cantonese",40,35,35,30,4.0,570
730,Chock Full of Beans,"4 Changi Village Road #01-2090, Singapore 500004 Singapore","Sun09:30 AM - 8:30 PM,Tue12:00 PM - 8:30 PM,Wed12:00 PM - 8:30 PM,Thu12:00 PM - 8:30 PM,Fri12:00 PM - 10:00 PM,Sat09:30 AM - 10:00 PM",,Cafe,40,40,40,40,4.0,153
733,Chijmes Lei Garden Restaurant,"30 Victoria Street #01-24 Chijmes, Singapore 187996 Singapore","Sun11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Mon11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Tue11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Wed11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Thu11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Fri11:30 AM - 3:30 PM6:00 PM - 10:30 PM,Sat11:30 AM - 3:30 PM6:00 PM - 10:30 PM",,"Chinese,Asian,Cantonese",40,40,35,40,4.0,400
734,Craft Pizza,"35A Boat Quay Second Foor, Singapore 049824 Singapore","Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",nil,"Italian,American,Pizza",50,50,50,nil,5.0,31
735,Oriental Chinese Restaurant,"195 New Bridge Road Chinatown, Singapore 059425 Singapore",None,,"Chinese,Asian,Szechuan",45,40,50,nil,4.5,104
736,Shoukouwa,"1 Fullerton Road One Fullerton #02-02A One Fullerton, Singapore 049213 Singapore","Sun6:00 PM - 11:00 PM,Tue12:30 PM - 3:00 PM6:00 PM - 11:00 PM,Wed12:30 PM - 3:00 PM6:00 PM - 11:00 PM,Thu12:30 PM - 3:00 PM6:00 PM - 11:00 PM,Fri12:30 PM - 3:00 PM6:00 PM - 11:00 PM,Sat12:30 PM - 3:00 PM6:00 PM - 11:00 PM",,"Japanese,Seafood,Sushi",45,45,40,45,4.5,96
737,Pietrasanta,"1 Fusionopolis Way #01-08 Connexis, Singapore 138632 Singapore","Sun11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Mon11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Tue05:30 AM - 10:00 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Thu11:45 AM - 2:30 PM5:30 PM - 10:00 PM,Fri11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Sat11:30 AM - 2:30 PM5:30 PM - 10:00 PM",,"Italian,Mediterranean,European",40,40,35,40,4.0,279
739,8 Korean BBQ,"1 Scotts Road Shaw Centre #04-20/21, Singapore 228208 Singapore","Sun11:30 AM - 10:00 PM,Mon11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Tue11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Thu11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Fri11:30 AM - 2:30 PM5:30 PM - 10:00 PM,Sat11:30 AM - 10:00 PM",,"Barbecue,Asian,Korean",40,40,35,40,4.0,264
740,Walking On Sunshine at Orchard Central,"181 Orchard Road Orchard Central #03-07, Singapore 238896 Singapore","Sun10:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,"Cafe,Wine Bar,Beer restaurants",40,40,40,45,4.5,115
741,Bar Bar Black Sheep,"86 Robertson Quay #01-04 Robertson Blue Robertson Quay, Singapore 238245 Singapore","Sun12:00 PM - 10:30 PM,Mon12:00 PM - 10:30 PM,Tue12:00 PM - 10:30 PM,Wed12:00 PM - 10:30 PM,Thu12:00 PM - 10:30 PM,Fri12:00 PM - 10:30 PM,Sat12:00 PM - 10:30 PM",,"Indian,Bar,International",40,35,40,40,4.0,382
742,Taratata Brasserie,"35A Keong Saik Road Ground Floor, Singapore 089142 Singapore","Sun12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:30 PM,Sat12:00 PM - 2:30 PM6:00 PM - 10:30 PM",,"French,European,Grill",40,40,40,40,4.0,244
743,JINJJA Chicken,"249 Victoria Street Bugis Village, Singapore 188034 Singapore",None,,"Fast food,Asian,Korean",45,40,45,nil,4.5,79
745,Little Island Brewing Co,"26 Beach Rd, #B1-16 South Beach Avenue, Singapore 189768 Singapore","Mon2:00 PM - 10:30 PM,Tue2:00 PM - 10:30 PM,Wed2:00 PM - 12:00 AM,Thu2:00 PM - 12:00 AM,Fri2:00 PM - 12:00 AM,Sat2:00 PM - 11:00 PM",,"International,Contemporary,Beer restaurants",45,45,40,45,4.5,108
746,La Braceria Pizza &amp; Grill,"5 Greendale Avenue Greendale Court, Singapore 289501 Singapore","Sun11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Tue11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Wed11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Thu11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Fri11:30 AM - 2:30 PM5:30 PM - 10:30 PM,Sat11:30 AM - 2:30 PM5:30 PM - 10:30 PM",,"Italian,Pizza,Mediterranean",45,40,40,40,4.0,228
747,Jade Palace Seafood,"583 Orchard Road #1-13 Forum, Singapore 238884 Singapore","Sun11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Mon11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Tue11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Wed11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Thu11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Fri11:00 AM - 3:00 PM6:00 PM - 11:00 PM,Sat11:00 AM - 3:00 PM6:00 PM - 11:00 PM",,"Chinese,Seafood,Asian",45,40,40,35,4.5,143
748,Atrium,"7 Raffles Boulevard Pan Pacific Hotel Pan Pacific Singapore, Singapore 039595 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Bar,Contemporary",45,45,40,45,4.5,104
749,Beef Yakiniku Dining Yakiniquest,"48 Boat Quay, Singapore 049837 Singapore","Mon5:30 PM - 10:30 PM,Tue5:30 PM - 10:30 PM,Wed5:30 PM - 10:30 PM,Thu5:30 PM - 10:30 PM,Fri5:30 PM - 10:30 PM,Sat5:30 PM - 10:30 PM",nil,"Japanese,Barbecue,Asian",45,45,40,45,4.5,117
751,RedDot Brewhouse,"33/34 Boat Quay, Singapore 049823 Singapore","Mon11:30 AM - 10:30 PM,Tue11:30 AM - 10:30 PM,Wed11:30 AM - 10:30 PM,Thu11:30 AM - 10:30 PM,Fri11:30 AM - 10:30 PM,Sat12:00 PM - 10:30 PM",,"Brew Pub,Bar,European",40,40,35,45,4.0,218
752,Casa Tartufo,"6 Mohamed Sultan Road, Singapore 238956 Singapore","Sun12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Mon12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 10:00 PM,Sat12:00 PM - 2:30 PM6:00 PM - 10:00 PM",,"Italian,Wine Bar,Northern-Italian",40,45,40,40,4.0,191
753,Garrett Pocorn Shops,"435 Orchard Road #1-50 Wisma Atria, Singapore 238877 Singapore","Sun10:00 AM - 10:00 PM,Mon10:00 AM - 10:00 PM,Tue10:00 AM - 10:00 PM,Wed10:00 AM - 10:00 PM,Thu10:00 AM - 10:00 PM,Fri10:00 AM - 10:00 PM,Sat10:00 AM - 10:00 PM",,Quick Bites,40,40,40,nil,4.5,83
754,Cloudstreet,"84 Amoy Street, Singapore 069903 Singapore",None,,"Australian,Sri Lankan",45,50,40,45,4.5,70
755,La Bonne Table,"214 East Coast Road, Singapore 428913 Singapore","Sun12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Mon12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Tue6:00 PM - 10:00 PM,Wed6:00 PM - 10:00 PM,Thu6:00 PM - 10:00 PM,Fri12:00 PM - 3:00 PM6:00 PM - 10:00 PM,Sat12:00 PM - 3:00 PM6:00 PM - 10:00 PM",,"French,European,Vegan Options",45,45,40,40,4.5,58
757,Renga-ya,"30 Victoria Street Chijmes #01-11/12 Chijmes Burasubasa Raffles City intersection, Singapore 187996 Singapore","Sun12:00 PM - 2:30 PM5:30 PM - 10:30 PM,Mon12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Tue12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Wed12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Thu12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Fri12:00 PM - 2:30 PM6:00 PM - 11:00 PM,Sat12:00 PM - 2:30 PM6:00 PM - 11:00 PM",,"Japanese,Barbecue,Asian",45,45,40,40,4.5,89
758,Tanglin Club,"5 Stevens Road Tanglin Club, Singapore 257814 Singapore","Sun07:00 AM - 10:30 PM,Mon06:00 AM - 10:30 PM,Tue06:00 AM - 10:30 PM,Wed06:00 AM - 10:30 PM,Thu06:00 AM - 10:30 PM,Fri06:00 AM - 10:30 PM,Sat07:00 AM - 10:30 PM",,"International,European,Grill",45,40,40,40,4.0,128
759,Buona Terra,"29 Scotts Road, Singapore 228224 Singapore","Mon12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Tue12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Wed12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Thu12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Fri12:00 PM - 2:30 PM6:30 PM - 10:30 PM,Sat6:30 PM - 10:30 PM",,"Italian,European,Gluten Free Options",45,45,40,40,4.5,111
760,Lucky Chicken Rice,"304 Orchard Road #02-110 Lucky Plaza, Singapore 238863 Singapore",None,,Singaporean,45,35,45,30,4.5,108
761,Nanyang Old Coffee,"No.268 South Bridge Road 058817, Singapore 058817 Singapore","Sun07:00 AM - 6:00 PM,Mon07:00 AM - 10:00 PM,Tue07:00 AM - 10:00 PM,Wed07:00 AM - 10:00 PM,Thu07:00 AM - 10:00 PM,Fri07:00 AM - 10:00 PM,Sat07:00 AM - 10:00 PM",,"Quick Bites,Cafe,Asian",40,40,40,40,4.0,163
763,Crystal Jade Palace,"391 Orchard Road Ngee Ann City Takashimaya Shopping Centre #04-19, Singapore 238872 Singapore","Sun10:00 AM - 3:00 PM6:00 PM - 11:00 PM,Mon11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Tue11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Wed11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Thu11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Fri11:30 AM - 3:00 PM6:00 PM - 11:00 PM,Sat11:00 AM - 3:00 PM6:00 PM - 11:00 PM",,"Chinese,Asian,Cantonese",40,40,40,40,4.0,151
764,Ippudo Singapore,"333A Orchard Road, #04-02 /03 /04 Mandarin Gallery Mandarin Gallery, Singapore 238897 Singapore","Sun11:00 AM - 9:20 PM,Mon11:00 AM - 9:20 PM,Tue11:00 AM - 9:20 PM,Wed11:00 AM - 9:20 PM,Thu11:00 AM - 9:20 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Japanese,Asian",40,40,35,35,4.0,363
765,Soi Aroy,"529 Hougang Ave 6, #01-245 Next to FoodCity Coffeeshop, Singapore 530529 Singapore","Sun11:00 AM - 9:30 PM,Mon11:00 AM - 9:30 PM,Tue11:00 AM - 9:30 PM,Wed11:00 AM - 9:30 PM,Thu11:00 AM - 9:30 PM,Fri11:00 AM - 9:30 PM,Sat11:00 AM - 9:30 PM",,"Asian,Thai,Grill",nil,nil,nil,nil,5.0,35
766,Yum Cha Restaurant,"20 Trengganu Street #02-01 Jinshan Hotel off Temple street, Chinatown, Singapore 058479 Singapore","Sun09:00 AM - 10:30 PM,Mon10:30 AM - 10:30 PM,Tue10:30 AM - 10:30 PM,Wed10:30 AM - 10:30 PM,Thu10:30 AM - 10:30 PM,Fri10:30 AM - 10:30 PM,Sat09:00 AM - 10:30 PM",,"Chinese,Asian,Cantonese",40,35,35,35,3.5,647
767,Machan's Kitchen,"74 Race Course Road Near Little India MRT, Singapore 218574 Singapore","Sun11:00 AM - 10:30 PM,Mon11:00 AM - 10:30 PM,Tue11:00 AM - 10:30 PM,Wed11:00 AM - 10:30 PM,Thu11:00 AM - 10:30 PM,Fri11:00 AM - 10:30 PM,Sat11:00 AM - 10:30 PM",,"Indian,Asian,Vegetarian Friendly",45,45,45,nil,4.5,73
770,Mrs Pho,"349 Beach Road, Singapore 199570 Singapore","Sun11:00 AM - 10:00 PM,Mon11:00 AM - 10:00 PM,Tue11:00 AM - 10:00 PM,Wed11:00 AM - 10:00 PM,Thu11:00 AM - 10:00 PM,Fri11:00 AM - 10:00 PM,Sat11:00 AM - 10:00 PM",,"Asian,Vietnamese,Vegetarian Friendly",40,35,40,40,4.0,266
771,Sushi Jin,"1 Farrer Park Station Road Connexion Access Via One Farrer Hotel &amp; Spa, 01-11 12, Singapore 217562 Singapore",None,,"Japanese,Sushi,Asian",45,45,45,40,4.5,99
772,Changi Village Market Hawker Centre,"2 Changi Village Road Block 2, 3 and 6, Singapore 500002 Singapore",None,,"Chinese,Barbecue,Asian",45,40,45,nil,4.0,73
773,Punch,"32 North Canal Road, Singapore 059288 Singapore","Sun08:00 AM - 6:00 PM,Mon08:00 AM - 6:00 PM,Tue08:00 AM - 6:00 PM,Wed08:00 AM - 6:00 PM,Thu08:00 AM - 6:00 PM,Fri08:00 AM - 6:00 PM,Sat08:00 AM - 6:00 PM",,"Cafe,Vegetarian Friendly,Vegan Options",45,45,40,nil,4.5,88
774,Chinatown Seafood Restaurant,"51 Pagoda Street, Singapore 059212 Singapore","Sun12:00 PM - 12:00 AM,Mon12:00 PM - 12:00 AM,Tue12:00 PM - 12:00 AM,Wed12:00 PM - 12:00 AM,Thu12:00 PM - 12:00 AM,Fri12:00 PM - 12:00 AM,Sat12:00 PM - 12:00 AM",,"Chinese,Singaporean,Hong Kong",40,35,35,40,4.0,"1,126"
